Image name,Image url link,Image url link,Image,Page_type_1,Page_type_2,colour,Pagenumber,illustration_type_1,instances_of_1,illustration_type_2,instances_of_2,illustration_type_3,instances_of_3,illustration_type_4,instances_of_4,illustration_type_5,instances_of_5,translation
uni-ucl-jud-0015051-001-0237L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0237L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0237L.jpg,,None,,monochrome,i,,,,,,,,,,,
uni-ucl-jud-0015051-001-0238R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0238R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0238R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0239L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0239L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0239L.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0240R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0240R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0240R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0241L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0241L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0241L.jpg,,None,,monochrome,,Printed marginalia,1,,,,,,,,,
uni-ucl-jud-0015051-001-0242R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0242R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0242R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0243L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0243L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0243L.jpg,,None,,monochrome,,Printed marginalia,1,,,,,,,,,
uni-ucl-jud-0015051-001-0244R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0244R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0244R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0245L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0245L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0245L.jpg,,None,,monochrome,h5,Printed marginalia,1,,,,,,,,,
uni-ucl-jud-0015051-001-0246R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0246R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0246R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0247L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0247L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0247L.jpg,,None,,monochrome,h4,Printed marginalia,1,,,,,,,,,
uni-ucl-jud-0015051-001-0248R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0248R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0248R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0249L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0249L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0249L.jpg,,None,,monochrome,h3,Printed marginalia,1,,,,,,,,,
uni-ucl-jud-0015051-001-0250R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0250R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0250R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0251L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0251L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0251L.jpg,,None,,monochrome,h2,,,,,,,,,,,
uni-ucl-jud-0015051-001-0252R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0252R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0252R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0253L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0253L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0253L.jpg,,None,,monochrome,h,,,,,,,,,,,
uni-ucl-jud-0015051-001-0254R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0254R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0254R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0255L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0255L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0255L.jpg,,None,,monochrome,,Printed marginalia,1,,,,,,,,,
uni-ucl-jud-0015051-001-0256R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0256R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0256R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0257L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0257L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0257L.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0258R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0258R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0258R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0259L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0259L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0259L.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0260R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0260R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0260R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0261L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0261L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0261L.jpg,,None,,monochrome,g5,,,,,,,,,,,
uni-ucl-jud-0015051-001-0262R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0262R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0262R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0263L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0263L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0263L.jpg,,None,,monochrome,g4,,,,,,,,,,,
uni-ucl-jud-0015051-001-0264R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0264R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0264R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0265L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0265L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0265L.jpg,,None,,monochrome,g3,,,,,,,,,,,
uni-ucl-jud-0015051-001-0266R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0266R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0266R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0267L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0267L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0267L.jpg,,None,,monochrome,g2,,,,,,,,,,,
uni-ucl-jud-0015051-001-0268R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0268R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0268R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0269L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0269L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0269L.jpg,,None,,monochrome,g,,,,,,,,,,,
uni-ucl-jud-0015051-001-0270R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0270R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0270R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0271L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0271L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0271L.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0272R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0272R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0272R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0273L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0273L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0273L.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0274R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0274R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0274R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0275L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0275L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0275L.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0276R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0276R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0276R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0277L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0277L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0277L.jpg,,None,,monochrome,f5,,,,,,,,,,,
uni-ucl-jud-0015051-001-0278R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0278R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0278R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0279L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0279L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0279L.jpg,,None,,monochrome,f4,,,,,,,,,,,
uni-ucl-jud-0015051-001-0280R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0280R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0280R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0281L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0281L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0281L.jpg,,None,,monochrome,f3,,,,,,,,,,,
uni-ucl-jud-0015051-001-0282R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0282R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0282R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0283L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0283L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0283L.jpg,,None,,monochrome,f2,,,,,,,,,,,
uni-ucl-jud-0015051-001-0284R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0284R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0284R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0285L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0285L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0285L.jpg,,None,,monochrome,f,,,,,,,,,,,
uni-ucl-jud-0015051-001-0286R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0286R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0286R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0287L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0287L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0287L.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0288R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0288R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0288R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0289L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0289L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0289L.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0290R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0290R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0290R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0291L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0291L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0291L.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0292R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0292R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0292R.jpg,,None,,monochrome,,,,,,,,,,,,
uni-ucl-jud-0015051-001-0293L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0293L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0293L.jpg,,None,,monochrome,c5,,,,,,,,,,,
uni-ucl-jud-0015051-001-0294R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0294R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807/uni-ucl-jud-0015051/uni-ucl-jud-0015051-001/uni-ucl-jud-0015051-001-0294R.jpg,,None,,monochrome,,,,,,,,,,,,
